run_date,region,time,mm
2026-08-01,수원시권선구,2026-07-31T00:00,0
2026-08-01,수원시권선구,2026-07-31T01:00,0
2026-08-01,수원시권선구,2026-07-31T02:00,0
2026-08-01,수원시권선구,2026-07-31T03:00,0
2026-08-01,수원시권선구,2026-07-31T04:00,0
2026-08-01,수원시권선구,2026-07-31T05:00,0
2026-08-01,수원시권선구,2026-07-31T06:00,0
2026-08-01,수원시권선구,2026-07-31T07:00,0
2026-08-01,수원시권선구,2026-07-31T08:00,0
2026-08-01,수원시권선구,2026-07-31T09:00,0
2026-08-01,수원시권선구,2026-07-31T10:00,0
2026-08-01,수원시권선구,2026-07-31T11:00,0
2026-08-01,수원시권선구,2026-07-31T12:00,0
2026-08-01,수원시권선구,2026-07-31T13:00,0
2026-08-01,수원시권선구,2026-07-31T14:00,0
2026-08-01,수원시권선구,2026-07-31T15:00,0
2026-08-01,수원시권선구,2026-07-31T16:00,0
2026-08-01,수원시권선구,2026-07-31T17:00,0
2026-08-01,수원시권선구,2026-07-31T18:00,0
2026-08-01,수원시권선구,2026-07-31T19:00,0
2026-08-01,수원시권선구,2026-07-31T20:00,0
2026-08-01,수원시권선구,2026-07-31T21:00,0
2026-08-01,수원시권선구,2026-07-31T22:00,0
2026-08-01,수원시권선구,2026-07-31T23:00,0
2026-08-01,성남시수정구,2026-07-31T00:00,0
2026-08-01,성남시수정구,2026-07-31T01:00,0
2026-08-01,성남시수정구,2026-07-31T02:00,0
2026-08-01,성남시수정구,2026-07-31T03:00,0
2026-08-01,성남시수정구,2026-07-31T04:00,0
2026-08-01,성남시수정구,2026-07-31T05:00,0
2026-08-01,성남시수정구,2026-07-31T06:00,0
2026-08-01,성남시수정구,2026-07-31T07:00,0
2026-08-01,성남시수정구,2026-07-31T08:00,0
2026-08-01,성남시수정구,2026-07-31T09:00,0
2026-08-01,성남시수정구,2026-07-31T10:00,0
2026-08-01,성남시수정구,2026-07-31T11:00,0
2026-08-01,성남시수정구,2026-07-31T12:00,0
2026-08-01,성남시수정구,2026-07-31T13:00,0
2026-08-01,성남시수정구,2026-07-31T14:00,0
2026-08-01,성남시수정구,2026-07-31T15:00,0
2026-08-01,성남시수정구,2026-07-31T16:00,0
2026-08-01,성남시수정구,2026-07-31T17:00,0
2026-08-01,성남시수정구,2026-07-31T18:00,0
2026-08-01,성남시수정구,2026-07-31T19:00,0
2026-08-01,성남시수정구,2026-07-31T20:00,0
2026-08-01,성남시수정구,2026-07-31T21:00,0
2026-08-01,성남시수정구,2026-07-31T22:00,0
2026-08-01,성남시수정구,2026-07-31T23:00,0
2026-08-02,수원시권선구,2026-08-01T00:00,0
2026-08-02,수원시권선구,2026-08-01T01:00,0
2026-08-02,수원시권선구,2026-08-01T02:00,0
2026-08-02,수원시권선구,2026-08-01T03:00,0
2026-08-02,수원시권선구,2026-08-01T04:00,0
2026-08-02,수원시권선구,2026-08-01T05:00,0
2026-08-02,수원시권선구,2026-08-01T06:00,0
2026-08-02,수원시권선구,2026-08-01T07:00,0
2026-08-02,수원시권선구,2026-08-01T08:00,0
2026-08-02,수원시권선구,2026-08-01T09:00,0
2026-08-02,수원시권선구,2026-08-01T10:00,0
2026-08-02,수원시권선구,2026-08-01T11:00,0
2026-08-02,수원시권선구,2026-08-01T12:00,0
2026-08-02,수원시권선구,2026-08-01T13:00,0
2026-08-02,수원시권선구,2026-08-01T14:00,0
2026-08-02,수원시권선구,2026-08-01T15:00,0
2026-08-02,수원시권선구,2026-08-01T16:00,0
2026-08-02,수원시권선구,2026-08-01T17:00,0
2026-08-02,수원시권선구,2026-08-01T18:00,0
2026-08-02,수원시권선구,2026-08-01T19:00,0
2026-08-02,수원시권선구,2026-08-01T20:00,0
2026-08-02,수원시권선구,2026-08-01T21:00,0
2026-08-02,수원시권선구,2026-08-01T22:00,0
2026-08-02,수원시권선구,2026-08-01T23:00,0
2026-08-02,성남시수정구,2026-08-01T00:00,0
2026-08-02,성남시수정구,2026-08-01T01:00,0
2026-08-02,성남시수정구,2026-08-01T02:00,0
2026-08-02,성남시수정구,2026-08-01T03:00,0
2026-08-02,성남시수정구,2026-08-01T04:00,0
2026-08-02,성남시수정구,2026-08-01T05:00,0
2026-08-02,성남시수정구,2026-08-01T06:00,0
2026-08-02,성남시수정구,2026-08-01T07:00,0
2026-08-02,성남시수정구,2026-08-01T08:00,0
2026-08-02,성남시수정구,2026-08-01T09:00,0
2026-08-02,성남시수정구,2026-08-01T10:00,0
2026-08-02,성남시수정구,2026-08-01T11:00,0
2026-08-02,성남시수정구,2026-08-01T12:00,0
2026-08-02,성남시수정구,2026-08-01T13:00,0
2026-08-02,성남시수정구,2026-08-01T14:00,0
2026-08-02,성남시수정구,2026-08-01T15:00,0
2026-08-02,성남시수정구,2026-08-01T16:00,0
2026-08-02,성남시수정구,2026-08-01T17:00,0
2026-08-02,성남시수정구,2026-08-01T18:00,0
2026-08-02,성남시수정구,2026-08-01T19:00,0
2026-08-02,성남시수정구,2026-08-01T20:00,0
2026-08-02,성남시수정구,2026-08-01T21:00,0
2026-08-02,성남시수정구,2026-08-01T22:00,0
2026-08-02,성남시수정구,2026-08-01T23:00,0
2026-08-03,수원시권선구,2026-08-02T00:00,0
2026-08-03,수원시권선구,2026-08-02T01:00,0
2026-08-03,수원시권선구,2026-08-02T02:00,0
2026-08-03,수원시권선구,2026-08-02T03:00,0
2026-08-03,수원시권선구,2026-08-02T04:00,0
2026-08-03,수원시권선구,2026-08-02T05:00,0
2026-08-03,수원시권선구,2026-08-02T06:00,0
2026-08-03,수원시권선구,2026-08-02T07:00,0
2026-08-03,수원시권선구,2026-08-02T08:00,0
2026-08-03,수원시권선구,2026-08-02T09:00,0
2026-08-03,수원시권선구,2026-08-02T10:00,0
2026-08-03,수원시권선구,2026-08-02T11:00,0
2026-08-03,수원시권선구,2026-08-02T12:00,0
2026-08-03,수원시권선구,2026-08-02T13:00,0
2026-08-03,수원시권선구,2026-08-02T14:00,0
2026-08-03,수원시권선구,2026-08-02T15:00,0
2026-08-03,수원시권선구,2026-08-02T16:00,0
2026-08-03,수원시권선구,2026-08-02T17:00,0
2026-08-03,수원시권선구,2026-08-02T18:00,0
2026-08-03,수원시권선구,2026-08-02T19:00,0
2026-08-03,수원시권선구,2026-08-02T20:00,0
2026-08-03,수원시권선구,2026-08-02T21:00,0
2026-08-03,수원시권선구,2026-08-02T22:00,0
2026-08-03,수원시권선구,2026-08-02T23:00,0
2026-08-03,성남시수정구,2026-08-02T00:00,0
2026-08-03,성남시수정구,2026-08-02T01:00,0
2026-08-03,성남시수정구,2026-08-02T02:00,0
2026-08-03,성남시수정구,2026-08-02T03:00,0
2026-08-03,성남시수정구,2026-08-02T04:00,0
2026-08-03,성남시수정구,2026-08-02T05:00,0
2026-08-03,성남시수정구,2026-08-02T06:00,0
2026-08-03,성남시수정구,2026-08-02T07:00,0
2026-08-03,성남시수정구,2026-08-02T08:00,0
2026-08-03,성남시수정구,2026-08-02T09:00,0
2026-08-03,성남시수정구,2026-08-02T10:00,0
2026-08-03,성남시수정구,2026-08-02T11:00,0
2026-08-03,성남시수정구,2026-08-02T12:00,0
2026-08-03,성남시수정구,2026-08-02T13:00,0
2026-08-03,성남시수정구,2026-08-02T14:00,0
2026-08-03,성남시수정구,2026-08-02T15:00,0
2026-08-03,성남시수정구,2026-08-02T16:00,0
2026-08-03,성남시수정구,2026-08-02T17:00,0
2026-08-03,성남시수정구,2026-08-02T18:00,0
2026-08-03,성남시수정구,2026-08-02T19:00,0
2026-08-03,성남시수정구,2026-08-02T20:00,0
2026-08-03,성남시수정구,2026-08-02T21:00,0
2026-08-03,성남시수정구,2026-08-02T22:00,0
2026-08-03,성남시수정구,2026-08-02T23:00,0
2026-08-04,수원시권선구,2026-08-03T00:00,0
2026-08-04,수원시권선구,2026-08-03T01:00,0
2026-08-04,수원시권선구,2026-08-03T02:00,0
2026-08-04,수원시권선구,2026-08-03T03:00,0
2026-08-04,수원시권선구,2026-08-03T04:00,0
2026-08-04,수원시권선구,2026-08-03T05:00,0
2026-08-04,수원시권선구,2026-08-03T06:00,0
2026-08-04,수원시권선구,2026-08-03T07:00,0
2026-08-04,수원시권선구,2026-08-03T08:00,0
2026-08-04,수원시권선구,2026-08-03T09:00,0
2026-08-04,수원시권선구,2026-08-03T10:00,0
2026-08-04,수원시권선구,2026-08-03T11:00,0
2026-08-04,수원시권선구,2026-08-03T12:00,0
2026-08-04,수원시권선구,2026-08-03T13:00,0
2026-08-04,수원시권선구,2026-08-03T14:00,0
2026-08-04,수원시권선구,2026-08-03T15:00,0
2026-08-04,수원시권선구,2026-08-03T16:00,0
2026-08-04,수원시권선구,2026-08-03T17:00,0
2026-08-04,수원시권선구,2026-08-03T18:00,0
2026-08-04,수원시권선구,2026-08-03T19:00,0
2026-08-04,수원시권선구,2026-08-03T20:00,0
2026-08-04,수원시권선구,2026-08-03T21:00,0
2026-08-04,수원시권선구,2026-08-03T22:00,0
2026-08-04,수원시권선구,2026-08-03T23:00,0
2026-08-04,성남시수정구,2026-08-03T00:00,0
2026-08-04,성남시수정구,2026-08-03T01:00,0
2026-08-04,성남시수정구,2026-08-03T02:00,0
2026-08-04,성남시수정구,2026-08-03T03:00,0
2026-08-04,성남시수정구,2026-08-03T04:00,0
2026-08-04,성남시수정구,2026-08-03T05:00,0
2026-08-04,성남시수정구,2026-08-03T06:00,0
2026-08-04,성남시수정구,2026-08-03T07:00,0
2026-08-04,성남시수정구,2026-08-03T08:00,0
2026-08-04,성남시수정구,2026-08-03T09:00,0
2026-08-04,성남시수정구,2026-08-03T10:00,0
2026-08-04,성남시수정구,2026-08-03T11:00,0
2026-08-04,성남시수정구,2026-08-03T12:00,0
2026-08-04,성남시수정구,2026-08-03T13:00,0
2026-08-04,성남시수정구,2026-08-03T14:00,0
2026-08-04,성남시수정구,2026-08-03T15:00,0
2026-08-04,성남시수정구,2026-08-03T16:00,0
2026-08-04,성남시수정구,2026-08-03T17:00,0
2026-08-04,성남시수정구,2026-08-03T18:00,0
2026-08-04,성남시수정구,2026-08-03T19:00,0
2026-08-04,성남시수정구,2026-08-03T20:00,0
